Date,Open,High,Low,Close,Adj Close,Volume
20-02-1996,78.606873,79.335068,77.370857,78.855988,57.725471,215779
21-02-1996,78.855988,78.855988,78.855988,78.855988,57.725471,0
22-02-1996,78.855988,81.443001,79.14344,80.973511,59.275574,80884
23-02-1996,80.973511,83.167679,80.293221,82.793999,60.608242,229347
26-02-1996,82.793999,83.359306,78.693108,79.028458,57.851723,167509
27-02-1996,79.028458,82.401154,80.302803,81.586723,59.724476,232217
28-02-1996,81.586723,81.720871,80.676483,81.366348,59.563148,121849
29-02-1996,81.366348,82.017899,80.484848,80.983093,59.2826,441996
01-03-1996,80.983093,81.443001,80.925606,81.213043,59.450916,98366
04-03-1996,81.213043,82.295761,80.868111,81.826263,59.899826,110890
05-03-1996,81.826263,81.826263,81.826263,81.826263,59.899826,0
06-03-1996,81.826263,82.017899,81.347191,81.395096,59.58419,32353
07-03-1996,81.395096,81.922081,80.484848,81.059746,59.338711,45399
08-03-1996,81.059746,81.059746,80.12075,80.877693,59.20541,104367
11-03-1996,80.877693,79.81414,78.587708,78.951805,57.795609,78536
12-03-1996,78.951805,80.484848,78.443985,79.842888,58.447922,76188
13-03-1996,79.842888,81.059746,79.191345,80.801041,59.149307,81406
14-03-1996,80.801041,81.730453,79.890793,80.168663,58.686398,85320
15-03-1996,80.168663,80.245316,79.766235,79.967445,58.539093,113760
18-03-1996,79.967445,80.369873,79.526695,80.360291,58.826675,224129
19-03-1996,80.360291,79.909958,79.153023,79.593765,58.265549,113238
20-03-1996,79.593765,79.593765,79.593765,79.593765,58.265549,0
21-03-1996,79.593765,80.887276,79.95787,80.868111,59.198425,132546
22-03-1996,80.868111,81.059746,80.484848,80.887276,59.212452,127067
25-03-1996,80.887276,82.401154,80.475273,81.720871,59.822674,213953
26-03-1996,81.720871,82.113708,80.963928,81.864594,59.927868,137765
27-03-1996,81.864594,89.683121,82.401154,84.039597,61.520061,206647
28-03-1996,84.039597,90.056801,84.183319,86.885315,63.603241,980271
29-03-1996,86.885315,89.108231,84.317467,86.243355,63.133293,541406
01-04-1996,86.243355,87.958443,84.317467,87.182343,63.820679,353022
02-04-1996,87.182343,88.130913,84.317467,85.61097,62.670361,307884
03-04-1996,85.61097,87.00029,85.467247,85.553482,62.628292,46704
04-04-1996,89.041161,89.041161,83.934204,84.556999,61.89883,48791
05-04-1996,84.556999,84.556999,84.556999,84.556999,61.89883,0
08-04-1996,84.556999,86.22419,84.518677,84.911514,62.158348,48009
09-04-1996,84.911514,86.18586,83.455124,83.742569,61.30262,73318
10-04-1996,83.742569,85.658875,84.317467,85.189384,62.361752,350413
11-04-1996,85.189384,85.467247,84.892357,85.313942,62.45293,151332
12-04-1996,89.041161,89.041161,84.509094,85.208542,62.375778,50096
15-04-1996,85.208542,88.130913,85.658875,87.74765,64.234497,584718
16-04-1996,87.74765,89.874748,88.006355,89.175301,65.279579,192036
17-04-1996,89.175301,93.515732,89.874748,93.142052,68.183395,795541
18-04-1996,93.142052,95.412872,92.365952,92.730049,67.881798,428428
19-04-1996,93.314522,94.282257,92.557579,92.768372,67.909859,162291
22-04-1996,92.768372,94.282257,91.216164,92.164734,67.467964,198037
23-04-1996,92.164734,93.898994,90.928719,92.701302,67.860756,271355
24-04-1996,92.701302,96.006927,93.707359,95.834465,70.154343,356153
25-04-1996,97.731606,97.731606,88.341705,91.417374,66.920868,329801
26-04-1996,91.417374,95.61409,89.108231,91.973106,67.327682,257787
29-04-1996,91.973106,91.072441,89.855591,90.229263,66.051125,175859
30-04-1996,90.229263,92.940842,89.338188,91.609009,67.061157,381202
01-05-1996,91.609009,94.76133,93.477409,94.100204,68.884789,195428
02-05-1996,94.100204,93.898994,92.375526,93.333679,68.323669,92365
03-05-1996,93.333679,92.940842,91.417374,91.676079,67.110252,74622
06-05-1996,91.676079,91.254494,90.066383,90.190941,66.023064,120283
07-05-1996,90.190941,91.311981,90.075966,90.401733,66.177376,163596
08-05-1996,90.401733,91.656914,89.596886,91.503609,66.983994,185774
09-05-1996,91.024536,91.216164,90.305916,90.622108,66.338715,92365
10-05-1996,90.622108,89.491486,87.958443,88.245888,64.59922,184991
13-05-1996,88.245888,89.683121,86.818245,88.724968,64.949928,344934
14-05-1996,88.724968,89.481911,88.341705,89.223206,65.314674,172467
15-05-1996,89.223206,93.889412,91.407799,93.362427,68.344734,429211
16-05-1996,94.66552,96.773453,94.282257,94.636772,69.277596,1184570
17-05-1996,94.66552,95.230827,93.946899,94.52179,69.193405,399466
20-05-1996,92.576744,93.419914,91.791054,92.126411,67.439911,321973
21-05-1996,91.982689,92.452179,90.315498,91.886871,67.264542,379375
22-05-1996,91.886871,92.892937,92.001846,92.203064,67.496017,169075
23-05-1996,92.203064,92.423439,91.791054,92.078499,67.404823,209517
24-05-1996,92.078499,93.860664,91.934776,92.892937,68.001038,419035
27-05-1996,92.892937,92.940842,91.417374,92.126411,67.439911,594111
28-05-1996,91.216164,91.513191,82.976051,91.235329,66.787605,1147520
29-05-1996,92.174316,93.898994,92.174316,93.745689,68.625275,1147781
30-05-1996,93.745689,94.090622,92.480927,92.758789,67.90284,555234
31-05-1996,92.758789,93.276192,92.557579,92.902512,68.008041,177946
03-06-1996,92.902512,94.282257,93.496567,93.918159,68.751534,607679
04-06-1996,93.918159,95.7099,94.339745,94.45472,69.144325,690129
05-06-1996,94.100204,95.33622,93.898994,95.125427,69.635292,1215098
06-06-1996,95.422455,98.354408,95.422455,97.329178,71.248512,1680316
07-06-1996,97.147133,99.456284,96.744705,99.034691,72.497017,1024105
10-06-1996,99.647911,103.00145,98.737663,101.037231,73.962967,2719816
11-06-1996,101.248024,101.918732,99.839539,101.602547,75.232918,1369562
12-06-1996,102.330742,103.288895,92.931259,99.724564,73.842339,1846782
13-06-1996,101.180954,102.330742,100.893509,101.966644,75.502518,957832
14-06-1996,102.091202,103.288895,101.564217,102.915215,76.20491,1792511
17-06-1996,103.193077,103.480522,101.324677,101.602547,75.232918,1134474
18-06-1996,101.190536,103.672157,100.845604,103.00145,76.268761,1777899
19-06-1996,101.947479,102.330742,100.510246,100.941422,74.743378,465478
20-06-1996,100.414436,101.372589,98.124451,101.075562,74.842705,524707
21-06-1996,100.222801,100.989326,99.600006,99.762894,73.870728,201168
24-06-1996,99.935356,99.935356,98.747246,99.341301,73.558563,241610
25-06-1996,99.820381,99.820381,97.587883,98.047798,72.600746,370765
26-06-1996,97.731606,98.593941,96.773453,97.44416,72.153778,233261
27-06-1996,96.773453,98.498131,96.773453,98.344826,72.820694,202733
28-06-1996,98.306496,100.174896,97.923233,98.708923,73.090294,327974
01-07-1996,98.354408,99.073021,97.44416,97.884911,72.480156,196471
02-07-1996,97.923233,100.031174,97.44416,99.552094,73.71463,476698
03-07-1996,96.773453,98.871803,96.006927,98.249008,72.749741,802585
04-07-1996,97.827423,101.180954,97.44416,99.983269,74.033905,996187
05-07-1996,100.797691,102.043297,100.088661,100.768951,74.615685,863640
08-07-1996,102.522369,102.522369,100.797691,101.784592,75.367714,308927
09-07-1996,101.564217,102.905632,101.228867,102.196594,75.672783,686477
10-07-1996,101.372589,102.139107,100.126991,101.468399,75.133598,229608
11-07-1996,101.775009,102.416969,101.621704,101.966644,75.502518,154463
12-07-1996,101.966644,102.790649,101.851662,102.215759,75.686996,196471
15-07-1996,101.401329,102.254089,101.391747,101.966644,75.502518,111151
16-07-1996,102.043297,102.244507,100.634811,101.180954,74.920746,204821
17-07-1996,101.468399,105.396828,101.468399,104.994408,77.744476,986533
18-07-1996,105.396828,108.223381,105.396828,106.594521,78.929306,468088
19-07-1996,109.229439,109.229439,105.636368,106.690338,79.000244,510617
22-07-1996,108.079659,108.079659,105.799255,106.719078,79.021523,119239
23-07-1996,106.594521,107.025688,100.653969,101.842079,75.410286,493658
24-07-1996,101.660034,103.078102,98.593941,100.711464,74.573112,640816
25-07-1996,100.606064,101.755852,99.849121,100.069496,74.097755,229869
26-07-1996,99.647911,100.558159,98.958038,99.954521,74.012634,207430
29-07-1996,99.839539,100.893509,96.792618,97.999886,72.5653,346239
30-07-1996,97.539978,97.722023,90.449638,96.246468,71.266937,572194
31-07-1996,97.539978,98.881386,94.282257,98.268173,72.763939,686216
01-08-1996,98.114868,99.073021,94.330162,94.617607,70.060837,720135
02-08-1996,93.946899,95.048775,91.417374,94.62719,70.067917,1023062
05-08-1996,94.857147,95.8153,93.898994,95.26915,70.543274,360850
06-08-1996,95.048775,97.348343,94.473885,96.313538,71.316605,565671
07-08-1996,96.351868,98.191521,95.489525,95.863205,70.983147,280487
08-08-1996,97.13755,97.13755,95.479942,95.719482,70.876762,121327
09-08-1996,95.623672,96.581825,94.885895,95.844048,70.968964,327713
12-08-1996,96.006927,96.198563,94.857147,95.920692,71.025719,147679
13-08-1996,95.24041,96.102745,94.282257,94.62719,70.067917,522620
14-08-1996,94.952965,94.952965,93.515732,93.937317,69.557091,169597
15-08-1996,93.937317,93.937317,93.937317,93.937317,69.557091,0
16-08-1996,94.282257,94.282257,89.299858,89.989731,66.634071,416948
19-08-1996,88.169235,89.290276,86.617027,87.057777,64.463066,239523
20-08-1996,87.191925,88.907013,86.722427,88.56208,65.57692,372852
21-08-1996,90.641273,92.557579,90.075966,92.068924,68.17363,320408
22-08-1996,92.892937,94.42598,91.599426,93.927734,69.550011,638467
23-08-1996,93.132469,95.384132,93.132469,94.655937,70.089233,282574
26-08-1996,94.66552,95.211662,94.473885,94.847565,70.231102,204299
27-08-1996,94.512215,96.39019,94.004387,95.911118,71.018631,507747
28-08-1996,96.006927,96.486008,94.282257,96.18898,71.224396,210039
29-08-1996,96.05484,96.572243,95.432037,95.537437,70.741936,138025
30-08-1996,95.8153,98.066956,95.8153,97.587883,72.260193,727180
02-09-1996,99.456284,100.222801,96.96508,99.255066,73.49469,596720
03-09-1996,99.456284,100.031174,94.138535,95.422455,70.656799,731355
04-09-1996,95.432037,97.319595,94.857147,96.706383,71.607498,417208
05-09-1996,97.51123,98.517288,96.86927,97.71244,72.352432,608462
06-09-1996,97.789093,98.287331,96.581825,96.926758,71.770676,259092
09-09-1996,96.39019,96.773453,92.174316,92.835442,68.741196,921042
10-09-1996,91.599426,92.222221,90.066383,90.478386,66.995903,1126646
11-09-1996,95.8153,95.8153,88.62915,89.232788,66.07357,1398524
12-09-1996,88.724968,89.644791,86.617027,88.102165,65.236382,1550378
13-09-1996,88.533333,88.724968,87.287735,87.44104,64.746841,640033
16-09-1996,85.658875,86.55954,85.27562,85.91758,63.618782,724832
17-09-1996,86.4254,87.85305,86.233772,86.93322,64.370827,1119601
18-09-1996,87.211082,92.921677,87.211082,92.356369,68.38649,1224230
19-09-1996,91.982689,93.113312,88.150078,88.45668,65.498886,1570991
20-09-1996,88.485428,90.066383,86.856567,87.843468,65.04483,935915
23-09-1996,86.808662,88.724968,86.808662,88.083008,65.222198,743618
24-09-1996,87.958443,88.724968,86.617027,87.517693,64.803596,813022
25-09-1996,88.150078,89.855591,87.958443,88.284218,65.371208,456868
26-09-1996,88.274635,88.533333,87.201508,87.757233,64.980988,239001
27-09-1996,87.220665,87.383553,85.486412,86.310425,63.909683,391377
30-09-1996,85.467247,86.990707,83.953362,85.821762,63.547848,857639
01-10-1996,85.860092,86.233772,82.640694,84.001274,62.199818,583153
02-10-1996,84.001274,84.001274,84.001274,84.001274,62.199818,0
03-10-1996,84.604912,84.978592,82.401154,83.368889,61.731575,564367
04-10-1996,83.177261,83.905457,77.533737,77.533737,57.410858,1383651
07-10-1996,75.119194,76.268974,73.011261,75.732414,56.077042,1222403
08-10-1996,74.362251,78.175705,73.777779,77.10257,57.091583,1211706
09-10-1996,77.58165,78.376915,74.946724,76.230652,56.445976,1999680
10-10-1996,76.268974,79.133858,75.694084,78.788918,58.340282,1742414
11-10-1996,79.133858,82.017899,77.802025,81.030998,60.00045,2831489
14-10-1996,80.293221,81.251373,79.526695,80.523178,59.624435,1484105
15-10-1996,80.389038,82.592789,79.287163,81.663376,60.468708,1568121
16-10-1996,81.251373,82.238274,80.101593,80.523178,59.624435,843810
17-10-1996,80.02494,80.484848,78.568542,80.274055,59.439949,1427225
18-10-1996,80.484848,81.059746,79.929123,80.341125,59.489635,803368
21-10-1996,80.341125,80.341125,80.341125,80.341125,59.489635,0
22-10-1996,81.241791,83.646759,81.241791,83.004791,61.46196,1164740
23-10-1996,83.742569,85.658875,82.391579,85.007332,62.944786,963833
24-10-1996,84.901939,85.27562,81.059746,81.816681,60.58223,1064287
25-10-1996,81.634636,82.784416,80.983093,82.496971,61.085953,711003
28-10-1996,82.880234,83.503036,82.429901,82.659859,61.20657,519749
29-10-1996,82.592789,82.592789,79.14344,79.833305,59.113598,1056720
30-10-1996,79.833305,79.833305,79.833305,79.833305,59.113598,0
31-10-1996,76.652237,80.484848,76.652237,79.469208,58.844021,1198660
01-11-1996,80.877693,81.634636,79.066788,79.459625,58.83691,2094915
04-11-1996,80.159081,80.159081,77.61039,78.185287,57.893303,1106556
05-11-1996,77.61039,78.855988,74.362251,75.387474,55.82164,2093611
06-11-1996,75.694084,76.221069,73.394516,75.598274,55.977726,1943322
07-11-1996,75.885719,77.0355,75.588692,76.83429,56.892956,1091683
08-11-1996,76.661819,77.878677,76.652237,77.533737,57.410858,665081
11-11-1996,75.694084,81.634636,75.694084,80.532761,59.631512,1473929
12-11-1996,80.532761,80.532761,80.532761,80.532761,59.631512,0
13-11-1996,78.760178,80.618996,78.376915,80.216568,59.397392,1181178
14-11-1996,80.101593,80.360291,77.227135,77.897835,57.680454,2092306
15-11-1996,77.744537,79.23925,77.0355,78.53022,58.148716,2843491
18-11-1996,78.76976,79.526695,77.706207,78.175705,57.886208,2160145
19-11-1996,78.281097,78.281097,75.885719,76.987595,57.006466,3078318
20-11-1996,76.460609,76.460609,73.892761,74.295181,55.012821,2177366
21-11-1996,74.544304,75.262917,71.487793,72.378876,53.593884,2982300
22-11-1996,71.487793,71.497375,67.319832,67.367737,49.883308,8102568
25-11-1996,66.112556,68.603752,63.908806,67.501877,49.982643,6186120
26-11-1996,67.453972,70.251778,64.205833,65.825111,48.741058,7080810
27-11-1996,63.812988,63.908806,61.216393,61.37928,45.449074,4001448
28-11-1996,61.915848,62.26078,60.095356,60.794807,45.016304,3471783
29-11-1996,61.705051,62.078732,60.555267,60.928947,45.115635,2217286
02-12-1996,60.651085,61.800869,56.665169,56.885544,42.121632,6451474
03-12-1996,53.656567,57.259224,53.656567,56.061531,41.511486,5986256
04-12-1996,54.614719,57.163406,53.656567,56.713074,41.993931,7629522
05-12-1996,56.157349,60.354057,56.051949,59.098877,43.760532,15131195
06-12-1996,59.568371,60.49778,59.271343,59.692932,44.200401,7782420
09-12-1996,59.798328,60.018703,58.016163,58.38026,43.228424,10304199
10-12-1996,57.891605,59.597115,57.584995,58.610218,43.398697,9189294
11-12-1996,58.830593,62.720695,58.466496,62.586552,46.343025,10274194
12-12-1996,62.088314,63.793827,60.746899,60.948112,45.129826,11381011
13-12-1996,60.775642,60.93853,58.44733,60.277405,44.633183,16269061
16-12-1996,61.130161,64.502861,61.130161,64.474113,47.740688,15003084
17-12-1996,64.771141,67.377319,63.832153,66.582054,49.30154,19226052
18-12-1996,67.722252,68.603752,63.678848,65.547249,48.535316,18288050
19-12-1996,64.483696,65.873016,63.918385,64.838211,48.010296,21649465
20-12-1996,65.729294,67.262337,65.298126,65.805946,48.726871,15846373
23-12-1996,66.093391,66.208374,64.445374,65.020264,48.145103,8506470
24-12-1996,64.828629,65.508919,62.56739,64.541183,47.790356,8914547
25-12-1996,64.541183,64.541183,64.541183,64.541183,47.790356,0
26-12-1996,65.058586,67.262337,64.895699,66.812012,49.471821,6925564
27-12-1996,66.812012,66.812012,66.812012,66.812012,49.471821,0
30-12-1996,66.812012,66.812012,66.812012,66.812012,49.471821,0
31-12-1996,67.300667,67.453972,64.244156,64.646584,47.868401,6803976
01-01-1997,65.729294,69.178642,65.537666,69.063667,51.139091,11680284
02-01-1997,69.561905,69.561905,67.645599,68.36422,50.62117,12850766
03-01-1997,67.645599,68.977432,67.482712,68.709152,50.876583,7998983
06-01-1997,68.028862,69.03492,67.281502,67.741417,50.160004,5613143
07-01-1997,67.597694,67.597694,65.393944,65.911346,48.804901,11466070
08-01-1997,66.974892,68.412125,66.543724,67.003639,49.613716,5246291
09-01-1997,67.003639,67.549789,66.304184,66.792847,49.457634,5631407
10-01-1997,67.453972,68.96785,67.281502,68.517517,50.734684,9725743
13-01-1997,68.028862,68.028862,66.936569,67.645599,50.089062,4230535
14-01-1997,68.028862,68.354637,65.738876,66.400002,49.16674,6508876
15-01-1997,67.080292,71.056625,67.070709,71.03746,52.600613,8498120
16-01-1997,72.053108,75.866554,66.687447,67.750999,50.167103,11379706
17-01-1997,66.179626,68.210915,64.301643,66.217957,49.031933,10379605
20-01-1997,66.112556,66.285027,63.860897,64.148346,47.49947,5100177
21-01-1997,63.717175,66.802429,63.295586,64.177086,47.520752,8131791
22-01-1997,65.317291,66.208374,63.286003,63.975876,47.371769,8105699
23-01-1997,63.975876,63.975876,63.975876,63.975876,47.371769,0
24-01-1997,67.281502,67.281502,62.615299,64.177086,47.520752,9334887
27-01-1997,68.670822,68.670822,64.790306,67.798904,50.202572,13177697
28-01-1997,68.39296,68.987015,66.217957,67.636017,50.081963,8423498
29-01-1997,68.795387,69.839767,65.441849,66.467072,49.216415,6696477
30-01-1997,66.112556,66.256279,63.822571,64.119598,47.478184,6567844
31-01-1997,62.854836,63.238098,60.93853,61.503841,45.541313,5822399
03-02-1997,59.98996,61.24514,58.456913,58.974316,43.668297,5548435
04-02-1997,58.638962,59.980377,58.083233,58.935989,43.639915,7494105
05-02-1997,60.545689,61.676308,59.788746,59.951633,44.391968,3888209
06-02-1997,59.874981,61.302628,59.874981,60.852295,45.058872,2640235
07-02-1997,61.120579,62.471577,60.172009,61.273884,45.371044,3574324
10-02-1997,61.51342,61.570911,60.612759,61.082253,45.229141,2089436
11-02-1997,61.225975,64.090851,60.842716,63.544704,47.052498,3867075
12-02-1997,63.132702,64.962776,62.864418,63.832153,47.265347,2826792
13-02-1997,63.439308,64.483696,63.103954,63.995037,47.385948,2815834
14-02-1997,63.717175,66.160461,63.717175,65.604736,48.577866,5688809
17-02-1997,66.495819,66.974892,65.633476,66.447906,49.202213,4530330
18-02-1997,66.591637,66.965309,64.819054,65.307709,48.357937,4226621
19-02-1997,65.873016,66.495819,64.263321,66.179626,49.003567,3505964
20-02-1997,65.825111,66.093391,65.259804,65.710129,48.655926,1508892
21-02-1997,65.537666,66.562889,65.403526,65.844276,48.755249,3441517
24-02-1997,65.633476,65.825111,64.196251,64.435791,47.712318,3597546
25-02-1997,63.985458,66.112556,63.535126,64.914864,48.067047,3117978
26-02-1997,64.675323,65.346031,63.583031,64.637001,47.861305,4082333
27-02-1997,65.154404,67.070709,65.154404,66.974892,49.59243,5950511
28-02-1997,68.996597,70.90332,67.645599,69.71521,51.621521,2272601
03-03-1997,72.819626,77.591232,72.436363,74.668861,55.289524,8726424
04-03-1997,76.077347,76.077347,73.499916,74.534721,55.190197,5488163
05-03-1997,77.0355,78.951805,75.128777,76.987595,57.006466,6931826
06-03-1997,76.652237,79.526695,76.182747,78.185287,57.893303,9233911
07-03-1997,78.185287,78.185287,78.185287,78.185287,57.893303,0
10-03-1997,77.227135,77.40918,75.119194,75.550362,55.942245,5674459
11-03-1997,74.927567,76.067764,72.244736,72.819626,53.920231,7003056
12-03-1997,74.898819,76.240234,73.298706,74.132294,54.892223,4372735
13-03-1997,74.716766,75.770737,74.017319,74.965889,55.509449,4260540
14-03-1997,74.735931,75.684502,74.467651,74.745514,55.346287,3469435
17-03-1997,74.745514,75.119194,74.122719,74.419746,55.105064,1483583
18-03-1997,74.256859,74.582626,71.871056,72.599251,53.757057,3584500
19-03-1997,73.662804,73.931084,71.47821,71.669846,53.068871,1652397
20-03-1997,71.229095,73.768196,70.90332,72.972931,54.033745,1866090
21-03-1997,73.586151,74.544304,73.202888,73.480751,54.409782,1919839
24-03-1997,73.480751,73.480751,73.480751,73.480751,54.409782,0
25-03-1997,73.969414,76.173164,73.298706,75.119194,55.622974,2249118
26-03-1997,75.502457,75.694084,74.563469,74.812584,55.395935,1602301
27-03-1997,74.649696,74.688026,73.260376,74.151459,54.906395,1371910
28-03-1997,74.151459,74.151459,74.151459,74.151459,54.906395,0
31-03-1997,68.96785,68.96785,66.735359,66.792847,49.457634,57141
01-04-1997,63.621357,68.795387,62.874001,68.316307,50.585697,1799295
02-04-1997,68.987015,70.520058,68.987015,70.098473,51.905323,1486453
03-04-1997,70.817085,71.190765,69.619392,70.3955,52.125263,1306680
04-04-1997,69.178642,70.08889,68.977432,69.878098,51.742146,1331989
07-04-1997,69.561905,70.08889,69.188225,69.705627,51.614433,1214054
08-04-1997,69.705627,69.705627,69.705627,69.705627,51.614433,0
09-04-1997,70.759598,73.873596,70.759598,73.605316,54.502003,2445329
10-04-1997,72.445946,73.135818,70.251778,71.238678,52.749607,3152680
11-04-1997,69.370277,72.627998,68.987015,72.244736,53.494545,2637887
14-04-1997,72.244736,72.244736,72.244736,72.244736,53.494545,0
15-04-1997,72.627998,73.174141,71.861473,72.398041,53.60807,1301462
16-04-1997,72.398041,72.398041,72.398041,72.398041,53.60807,0
17-04-1997,72.915443,73.911919,72.101013,73.356194,54.317539,1807644
18-04-1997,73.356194,73.356194,73.356194,73.356194,54.317539,0
21-04-1997,73.586151,75.167099,73.586151,74.649696,55.275333,3917432
22-04-1997,75.224594,76.067764,75.119194,75.435387,55.857109,2770695
23-04-1997,75.694084,77.706207,75.694084,76.728889,56.814899,6402683
24-04-1997,77.227135,77.227135,75.885719,76.575584,56.701382,4261323
25-04-1997,76.451027,76.891777,75.914459,76.613914,56.729774,2523344
28-04-1997,76.652237,76.795959,75.885719,76.288139,56.488544,1841303
29-04-1997,75.943207,76.824707,74.755096,76.594749,56.715569,6132110
30-04-1997,77.802025,79.497955,77.083405,77.744537,57.566944,3052487
01-05-1997,77.744537,77.744537,77.744537,77.744537,57.566944,0
02-05-1997,77.054665,77.562485,75.329987,75.540779,55.935154,4176525
05-05-1997,74.544304,74.927567,72.867538,73.049583,54.090504,3312623
06-05-1997,72.532181,73.566986,71.420723,71.890221,53.232056,3760359
07-05-1997,72.627998,72.762138,71.190765,71.669846,53.068871,1313464
08-05-1997,71.574028,72.033943,71.094955,71.842308,53.196564,1171524
09-05-1997,71.947708,72.781303,70.912903,71.372818,52.848927,2929072
12-05-1997,70.90332,71.190765,68.814545,69.130737,52.312386,3959179
13-05-1997,69.571487,71.669846,67.933044,70.625458,53.443466,4796989
14-05-1997,71.094955,73.087914,70.15596,72.781303,55.074837,12261089
15-05-1997,72.627998,73.720291,71.966873,73.078331,55.299595,8768693
16-05-1997,73.011261,75.665344,72.963348,75.301247,56.981709,16095811
19-05-1997,75.924042,77.792442,75.924042,77.07383,58.323055,14136312
20-05-1997,77.0355,77.227135,76.125252,76.642654,57.996777,6174379
21-05-1997,76.268974,76.652237,75.310822,75.473709,57.112221,8675023
22-05-1997,75.674927,75.962372,74.448486,75.109612,56.836693,9658165
23-05-1997,74.927567,75.818649,74.486816,75.243752,56.938213,8759561
26-05-1997,75.885719,77.533737,75.885719,76.604332,57.967785,12771707
27-05-1997,77.0355,77.504997,74.659279,75.224594,56.923691,23828397
28-05-1997,78.233192,78.520638,75.569527,75.809067,57.365978,31224397
29-05-1997,75.646179,76.029442,74.927567,75.655762,57.249969,15233736
30-05-1997,75.914459,76.364792,75.387474,75.799484,57.358734,7702058
02-06-1997,75.943207,76.556427,75.828232,76.422279,57.830017,7771201
03-06-1997,76.556427,78.08947,76.470192,77.07383,58.323055,22213832
04-06-1997,77.591232,77.897835,76.680984,76.853455,58.156292,10750370
05-06-1997,77.0355,79.028458,76.882195,77.361275,58.540577,24537052
06-06-1997,77.61039,78.070305,77.16964,77.322945,58.51157,10725061
09-06-1997,77.227135,77.227135,75.799484,76.192329,57.656006,15195642
10-06-1997,76.221069,76.594749,75.694084,76.383957,57.801033,10342554
11-06-1997,76.795959,77.58165,76.374374,77.092987,58.337563,11983211
12-06-1997,77.361275,77.964912,76.90136,77.61039,58.729073,12296052
13-06-1997,77.993652,82.784416,77.878677,81.404678,61.600285,52184254
16-06-1997,80.963928,84.269554,80.724388,81.807098,61.904781,33644939
17-06-1997,83.167679,84.125832,81.443001,82.679024,62.564598,25937924
18-06-1997,85.227707,86.578705,84.125832,85.27562,64.529488,17002503
19-06-1997,84.969009,85.27562,83.196426,84.049179,63.601429,13798683
20-06-1997,83.934204,88.86869,83.550941,86.779915,65.667801,36874591
23-06-1997,87.191925,89.980148,86.617027,88.284218,66.806152,30489650
24-06-1997,88.772873,89.108231,82.401154,87.460205,66.182602,15818715
25-06-1997,88.140495,88.32254,85.94632,87.03862,65.863586,14752602
26-06-1997,86.904472,87.958443,85.687622,86.137955,65.182022,11524777
